1:ItNr	2:Metric	3:StepSize	4:||Gradient||	Time[ms]
1251	-0.393019	25.342533	0.152409	6.4
1252	-0.306413	25.332067	0.134831	4.5
1253	-0.534957	25.321612	0.173837	3.4
1254	-0.523882	25.311169	0.152480	2.2
1255	-0.054271	25.300737	0.020111	2.3
1256	-0.518116	25.290317	0.186793	4.7
1257	-0.178706	25.279908	0.038842	3.4
1258	-0.305829	25.269510	0.059599	2.1
1259	-0.348844	25.259124	0.119242	1.5
1260	-0.472738	25.248749	0.272044	1.1
1261	-0.354762	25.238386	0.071544	1.5
1262	-0.625680	25.228034	0.291810	2.0
1263	-0.537674	25.217693	0.129743	1.8
1264	-0.473836	25.207363	0.155289	7.0
1265	-0.298287	25.197045	0.061658	2.7
1266	-0.112591	25.186738	0.009338	1.3
1267	-0.234954	25.176442	0.065167	2.0
1268	-0.719269	25.166158	0.348332	1.5
1269	-0.542107	25.155885	0.142877	1.5
1270	-0.448075	25.145623	0.122574	1.5
1271	-0.459524	25.135372	0.040239	1.6
1272	-0.269985	25.125132	0.025655	1.7
1273	-0.352541	25.114903	0.074240	1.4
1274	-0.197477	25.104685	0.159027	1.4
1275	-0.372856	25.094479	0.051977	1.6
1276	-0.370759	25.084283	0.054064	2.0
1277	-0.579723	25.074099	0.062494	1.6
1278	-0.313361	25.063926	0.070920	1.5
1279	-0.613394	25.053763	0.088726	1.6
1280	-0.312110	25.043612	0.151218	2.5
1281	-0.274241	25.033471	0.045829	2.3
1282	-0.445946	25.023342	0.144813	1.4
1283	-0.319482	25.013223	0.115652	1.3
1284	-0.040746	25.003115	0.039942	1.4
1285	-0.542652	24.993018	0.156346	2.3
1286	-0.453553	24.982932	0.116859	1.5
1287	-0.577914	24.972857	0.208557	1.4
1288	-0.697509	24.962793	0.246140	1.4
1289	-0.083000	24.952740	0.018403	1.4
1290	-0.704641	24.942697	0.257812	1.4
1291	-0.378972	24.932665	0.058611	1.5
1292	-0.175570	24.922644	0.040859	1.4
1293	-0.339389	24.912633	0.131441	1.4
1294	-0.564538	24.902634	0.145411	1.6
1295	-0.153496	24.892645	0.030737	1.6
1296	-0.425659	24.882666	0.176712	1.4
1297	-0.476566	24.872699	0.210809	1.4
1298	-0.184806	24.862742	0.075468	1.4
1299	-0.739531	24.852795	0.264361	2.1
1300	-0.351881	24.842859	0.030790	1.6
1301	-0.526654	24.832934	0.135355	1.4
1302	-0.118635	24.823019	0.019117	2.1
1303	-0.161440	24.813115	0.024833	1.9
1304	-0.967292	24.803222	0.220529	1.9
1305	-0.032801	24.793339	0.001401	2.0
1306	-0.380704	24.783466	0.199300	2.0
1307	-0.440213	24.773604	0.079864	1.5
1308	-0.081739	24.763752	0.037320	1.6
1309	-0.390074	24.753911	0.028879	1.3
1310	-0.570374	24.744080	0.163061	1.3
1311	-0.914398	24.734260	0.230670	1.3
1312	-0.385240	24.724450	0.054187	1.4
1313	-0.212815	24.714650	0.104626	1.6
1314	-0.654605	24.704861	0.182291	1.8
1315	-0.456832	24.695082	0.138840	2.6
1316	-0.475290	24.685314	0.051832	3.1
1317	-0.760177	24.675555	0.318003	2.0
1318	-0.317477	24.665807	0.052419	1.7
1319	-0.172196	24.656069	0.040417	1.6
1320	-0.388915	24.646342	0.086554	1.4
1321	-0.664456	24.636624	0.303909	1.9
1322	-0.965676	24.626917	0.358349	1.9
1323	-0.117582	24.617220	0.018893	1.8
1324	-0.219005	24.607534	0.075835	2.3
1325	-0.358817	24.597857	0.125726	1.9
1326	-0.164071	24.588191	0.065051	1.9
1327	-0.636489	24.578534	0.111204	1.9
1328	-0.220382	24.568888	0.050191	1.4
1329	-0.473619	24.559252	0.121072	1.4
1330	-0.442581	24.549626	0.031918	1.4
1331	-0.297342	24.540010	0.088816	1.4
1332	-0.112453	24.530404	0.038942	1.4
1333	-0.398829	24.520808	0.161733	3.9
1334	-0.121539	24.511222	0.030280	1.4
1335	-0.414920	24.501646	0.104196	1.4
1336	-0.365055	24.492080	0.188261	1.4
1337	-0.437731	24.482524	0.136969	1.4
1338	-0.338792	24.472978	0.082320	1.4
1339	-0.599015	24.463442	0.116473	1.4
1340	-0.244192	24.453916	0.060753	1.4
1341	-0.088863	24.444399	0.052093	1.4
1342	-0.493162	24.434893	0.157493	2.3
1343	-0.449046	24.425396	0.167740	1.6
1344	-0.905934	24.415909	0.455608	1.4
1345	-0.159542	24.406432	0.009880	1.4
1346	-0.336714	24.396965	0.044814	1.4
1347	-0.306604	24.387508	0.029701	1.4
1348	-0.199521	24.378060	0.029796	1.4
1349	-0.097915	24.368622	0.021336	1.3
1350	-0.079237	24.359194	0.004743	1.4
1351	-0.443228	24.349776	0.057932	1.4
1352	-0.460790	24.340367	0.042284	3.4
1353	-0.348072	24.330968	0.012599	1.6
1354	-0.666536	24.321579	0.147881	1.4
1355	-0.326047	24.312199	0.021509	1.4
1356	-0.262907	24.302829	0.048437	1.4
1357	-0.541760	24.293468	0.386333	1.4
1358	-0.179283	24.284118	0.038341	1.4
1359	-0.384440	24.274776	0.093228	1.4
1360	-0.500092	24.265445	0.032400	1.4
1361	-0.430963	24.256123	0.084626	3.6
1362	-0.186866	24.246810	0.053818	3.9
1363	-0.218232	24.237507	0.023884	3.5
1364	-0.278820	24.228213	0.088430	3.5
1365	-0.682299	24.218929	0.063742	2.1
1366	-0.836403	24.209655	0.231871	5.2
1367	-0.155188	24.200390	0.025181	2.5
1368	-0.220703	24.191134	0.044529	3.0
1369	-0.126818	24.181888	0.004266	6.2
1370	-0.177962	24.172651	0.062861	2.0
1371	-0.441631	24.163424	0.171393	2.0
1372	-0.088161	24.154206	0.013888	2.1
1373	-0.534855	24.144997	0.144591	2.1
1374	-0.420144	24.135798	0.048246	1.4
1375	-0.354180	24.126608	0.066882	1.9
1376	-0.535795	24.117427	0.141284	2.3
1377	-0.465473	24.108256	0.141220	2.7
1378	-0.873818	24.099094	0.532283	2.0
1379	-0.381527	24.089941	0.076811	1.6
1380	-0.197757	24.080798	0.013397	4.5
1381	-0.218586	24.071664	0.012605	4.9
1382	-0.216155	24.062539	0.048577	1.6
1383	-0.841731	24.053423	0.143721	1.4
1384	-0.227193	24.044316	0.068593	1.6
1385	-0.691374	24.035219	0.152718	1.9
1386	-0.258155	24.026131	0.027932	1.9
1387	-0.365457	24.017052	0.067976	1.6
1388	-0.133915	24.007982	0.035255	1.6
1389	-0.285173	23.998921	0.041887	1.5
1390	-0.431737	23.989870	0.224323	2.9
1391	-0.156387	23.980827	0.022290	2.3
1392	-0.419468	23.971794	0.136623	1.8
1393	-0.442550	23.962769	0.041389	1.5
1394	-0.384471	23.953754	0.072347	2.3
1395	-0.247130	23.944748	0.044210	2.8
1396	-0.242386	23.935750	0.018402	2.1
1397	-0.288720	23.926762	0.017955	2.1
1398	-0.247612	23.917783	0.012697	2.1
1399	-0.706798	23.908812	0.140324	2.2
1400	-0.205418	23.899851	0.071195	2.1
1401	-0.442203	23.890899	0.116061	4.0
1402	-0.175654	23.881955	0.035230	1.5
1403	-0.494948	23.873021	0.075971	1.6
1404	-0.183506	23.864095	0.058265	2.2
1405	-0.333580	23.855179	0.051944	1.5
1406	-0.144237	23.846271	0.047271	1.8
1407	-0.325121	23.837372	0.032198	1.6
1408	-0.412849	23.828482	0.128201	1.5
1409	-0.261200	23.819600	0.021234	1.7
1410	-0.168132	23.810728	0.014268	1.7
1411	-0.450692	23.801864	0.158359	1.5
1412	-0.446368	23.793009	0.095744	1.4
1413	-0.435060	23.784163	0.171839	1.7
1414	-0.426130	23.775326	0.233211	2.0
1415	-0.189729	23.766497	0.064697	1.8
1416	-0.441377	23.757678	0.084142	1.5
1417	-0.173045	23.748866	0.051172	1.5
1418	-0.466533	23.740064	0.110936	1.5
1419	-0.000000	23.731270	0.000000	1.7
1420	-0.415063	23.722485	0.107630	2.5
1421	-0.189120	23.713709	0.085367	2.2
1422	-0.824371	23.704941	0.405027	1.7
1423	-0.284987	23.696182	0.055372	1.6
1424	-0.466032	23.687432	0.224889	1.8
1425	-0.544994	23.678690	0.127765	1.6
1426	-0.520316	23.669957	0.071258	1.7
1427	-0.284045	23.661232	0.035179	1.7
1428	-0.524302	23.652516	0.045504	3.0
1429	-0.735435	23.643808	0.145301	2.2
1430	-0.221571	23.635110	0.060792	1.5
1431	-0.530987	23.626419	0.087439	2.0
1432	-0.574078	23.617737	0.093560	1.6
1433	-1.262319	23.609064	0.146284	1.4
1434	-0.112159	23.600399	0.036805	1.4
1435	-0.595751	23.591742	0.294117	1.4
1436	-0.190783	23.583094	0.044425	1.3
1437	-0.259807	23.574455	0.041134	2.6
1438	-0.279967	23.565824	0.054533	2.3
1439	-0.738538	23.557201	0.163119	2.4
1440	-0.910052	23.548587	0.281333	1.5
1441	-0.379507	23.539981	0.042805	1.5
1442	-0.361997	23.531383	0.118499	1.5
1443	-0.200962	23.522794	0.080366	1.4
1444	-0.000645	23.514213	0.000814	1.6
1445	-0.339710	23.505641	0.085047	1.9
1446	-0.895745	23.497077	0.503489	3.8
1447	-0.195934	23.488521	0.037984	3.9
1448	-0.674493	23.479973	0.256849	3.9
1449	-0.715969	23.471434	0.430905	2.1
1450	-0.160085	23.462903	0.030390	4.6
1451	-0.135381	23.454381	0.029822	5.1
1452	-0.084014	23.445866	0.010416	5.8
1453	-0.194822	23.437360	0.042120	17.5
1454	-0.177082	23.428862	0.027234	1.9
1455	-0.192349	23.420372	0.038350	2.2
1456	-0.273417	23.411891	0.018192	1.6
1457	-0.624677	23.403417	0.048332	1.3
1458	-0.245846	23.394952	0.034281	1.4
1459	-0.301121	23.386495	0.102630	1.5
1460	-0.036761	23.378046	0.015254	1.8
1461	-0.050812	23.369606	0.009828	1.9
1462	-0.149208	23.361173	0.041491	1.6
1463	-0.525017	23.352749	0.123751	3.1
1464	-0.207974	23.344332	0.047343	2.2
1465	-0.057606	23.335924	0.018928	2.1
1466	-0.265202	23.327524	0.055042	1.1
1467	-0.351432	23.319131	0.060561	1.4
1468	-0.677445	23.310747	0.184936	1.7
1469	-0.106245	23.302371	0.022481	2.3
1470	-0.515749	23.294003	0.090042	1.9
1471	-0.549580	23.285643	0.119433	1.8
1472	-0.584458	23.277291	0.115865	1.9
1473	-0.176730	23.268947	0.031892	1.4
1474	-0.102718	23.260610	0.016837	2.0
1475	-0.243882	23.252282	0.093199	2.1
1476	-0.434784	23.243962	0.148827	1.7
1477	-0.409778	23.235650	0.103808	1.5
1478	-0.250204	23.227345	0.052085	1.7
1479	-0.543901	23.219049	0.160005	1.5
1480	-0.277754	23.210760	0.047638	1.7
1481	-0.534873	23.202480	0.135991	1.4
1482	-0.645646	23.194207	0.287207	1.4
1483	-0.533066	23.185942	0.111662	1.4
1484	-0.235052	23.177685	0.023560	2.0
1485	-0.331313	23.169436	0.071466	1.7
1486	-0.571254	23.161194	0.054055	1.9
1487	-0.167622	23.152960	0.015270	1.6
1488	-0.563069	23.144735	0.096194	1.9
1489	-0.927431	23.136517	0.319458	2.5
1490	-0.051055	23.128306	0.003321	1.9
1491	-0.497142	23.120104	0.086464	1.9
1492	-0.500218	23.111909	0.252874	1.8
1493	-0.538444	23.103722	0.129150	1.9
1494	-0.569319	23.095543	0.135014	1.9
1495	-0.210749	23.087371	0.047652	1.8
1496	-0.141198	23.079207	0.069403	1.8
1497	-0.591865	23.071051	0.189434	1.6
1498	-0.010207	23.062903	0.005131	1.4
1499	-0.190073	23.054762	0.023397	1.3
1500	-0.470135	23.046629	0.066615	1.4
1501	-0.363977	23.038503	0.127578	2.6
1502	-0.145320	23.030385	0.034649	2.0
1503	-0.682192	23.022275	0.256668	1.9
1504	-0.219874	23.014173	0.019745	1.6
1505	-0.568809	23.006078	0.127726	1.4
1506	-0.385732	22.997990	0.083407	1.4
1507	-0.227115	22.989910	0.094630	1.6
1508	-0.449806	22.981838	0.194872	1.6
1509	-0.378285	22.973773	0.061018	1.6
1510	-0.912869	22.965716	0.445546	1.4
1511	-0.254191	22.957666	0.020561	1.4
1512	-0.195644	22.949624	0.050642	1.4
1513	-0.443387	22.941590	0.068800	1.4
1514	-0.786424	22.933562	0.057877	1.4
1515	-0.529485	22.925543	0.043862	1.4
1516	-0.125100	22.917531	0.007944	1.4
1517	-0.636441	22.909526	0.172707	1.4
1518	-0.232150	22.901529	0.061646	1.4
1519	-0.647868	22.893539	0.161572	1.4
1520	-0.572932	22.885556	0.121393	1.4
1521	-0.316062	22.877581	0.058488	1.7
1522	-0.011652	22.869614	0.002472	2.0
1523	-0.352467	22.861654	0.093096	1.9
1524	-0.147679	22.853701	0.016221	1.9
1525	-0.255095	22.845755	0.072860	1.9
1526	-0.816230	22.837817	0.247003	1.8
1527	-0.485275	22.829887	0.210127	1.5
1528	-0.326850	22.821963	0.090823	1.7
1529	-0.197466	22.814047	0.098706	1.7
1530	-0.620842	22.806138	0.094186	1.4
1531	-0.401071	22.798237	0.032406	1.4
1532	-0.449388	22.790343	0.138741	1.4
1533	-0.481415	22.782456	0.100692	1.4
1534	-0.766947	22.774576	0.380307	1.4
1535	-0.157891	22.766704	0.056791	2.3
1536	-0.191940	22.758839	0.079177	1.4
1537	-0.316973	22.750981	0.068223	1.4
1538	-0.543642	22.743131	0.127436	1.4
1539	-0.099495	22.735287	0.036154	5.3
1540	-0.549304	22.727451	0.128785	4.3
1541	-0.234243	22.719622	0.095416	2.2
1542	-1.071322	22.711800	0.201957	2.1
1543	-0.386541	22.703986	0.077340	2.5
1544	-0.639605	22.696178	0.114229	3.9
1545	-0.547971	22.688378	0.315284	3.7
1546	-0.534195	22.680585	0.056908	3.3
1547	-0.457005	22.672799	0.102211	2.4
1548	-0.458270	22.665020	0.146553	2.0
1549	-0.379962	22.657248	0.053654	3.1
1550	-0.386946	22.649484	0.109027	3.2
1551	-0.378292	22.641726	0.044931	4.5
1552	-0.654101	22.633976	0.150920	2.1
1553	-0.435721	22.626232	0.179093	8.0
1554	-0.093090	22.618496	0.043901	2.6
1555	-0.195423	22.610767	0.089895	3.0
1556	-0.676752	22.603044	0.185279	2.8
1557	-0.581967	22.595329	0.148730	6.4
1558	-0.652085	22.587621	0.155646	3.1
1559	-0.393249	22.579920	0.056557	2.9
1560	-0.557422	22.572226	0.210784	3.3
1561	-1.040430	22.564538	0.395232	1.9
1562	-0.466981	22.556858	0.090958	5.7
1563	-0.299431	22.549185	0.071815	2.9
1564	-0.391558	22.541519	0.118336	1.6
1565	-0.058189	22.533859	0.008662	1.4
1566	-0.048296	22.526207	0.005569	1.5
1567	-0.735390	22.518561	0.309243	1.5
1568	-0.277075	22.510923	0.059010	1.7
1569	-0.386636	22.503291	0.077966	4.3
1570	-0.217269	22.495666	0.036467	1.9
1571	-0.583948	22.488048	0.095761	1.6
1572	-0.244416	22.480437	0.038823	1.5
1573	-0.590369	22.472833	0.048382	1.6
1574	-0.408761	22.465236	0.067101	1.5
1575	-0.094732	22.457645	0.029774	1.7
1576	-0.271285	22.450062	0.049769	1.9
1577	-0.345867	22.442485	0.099533	1.9
1578	-0.601160	22.434915	0.143270	1.5
1579	-0.607163	22.427352	0.079617	1.8
1580	-0.375821	22.419795	0.214438	1.8
1581	-0.313743	22.412246	0.094412	1.4
1582	-0.230805	22.404703	0.107386	1.4
1583	-0.886997	22.397167	0.388809	1.4
1584	-0.580762	22.389638	0.079393	1.6
1585	-0.572823	22.382115	0.132370	1.4
1586	-0.233944	22.374599	0.014002	1.5
1587	-0.052221	22.367090	0.033453	4.0
1588	-0.628786	22.359588	0.204472	2.8
1589	-0.190751	22.352092	0.078568	1.7
1590	-0.741318	22.344603	0.365716	1.4
1591	-0.362564	22.337121	0.078694	1.4
1592	-0.309263	22.329645	0.006799	1.4
1593	-0.233827	22.322176	0.068831	2.0
1594	-0.181989	22.314714	0.034666	1.5
1595	-0.366732	22.307258	0.093934	1.5
1596	-0.221864	22.299809	0.030565	1.5
1597	-0.769541	22.292367	0.130061	1.5
1598	-0.212034	22.284931	0.010790	1.4
1599	-0.163994	22.277502	0.032475	1.4
1600	-0.298029	22.270080	0.039587	1.7
1601	-0.582312	22.262664	0.139730	1.4
1602	-0.390289	22.255254	0.036968	1.4
1603	-0.640225	22.247851	0.111142	1.4
1604	-0.446895	22.240455	0.089662	3.4
1605	-0.492749	22.233066	0.110814	1.6
1606	-0.387276	22.225682	0.062677	1.7
1607	-0.465733	22.218306	0.277766	1.9
1608	-0.486267	22.210936	0.174837	1.4
1609	-0.265101	22.203572	0.104794	1.4
1610	-0.137280	22.196215	0.025299	1.4
1611	-0.192779	22.188865	0.046373	1.4
1612	-0.541730	22.181521	0.242396	1.4
1613	-0.008825	22.174183	0.013056	1.4
1614	-0.376709	22.166852	0.113282	1.7
1615	-0.618139	22.159527	0.200663	1.4
1616	-0.253520	22.152209	0.021297	1.6
1617	-0.433655	22.144897	0.120125	1.4
1618	-0.279552	22.137592	0.074013	1.5
1619	-0.519456	22.130293	0.219302	1.4
1620	-0.230365	22.123000	0.047109	1.4
1621	-0.280089	22.115714	0.076373	1.8
1622	-0.865530	22.108435	0.429044	1.5
1623	-0.210517	22.101161	0.035070	3.4
1624	-0.205589	22.093894	0.040433	2.0
1625	-0.591812	22.086634	0.102228	1.9
1626	-0.436724	22.079380	0.078036	2.2
1627	-0.522447	22.072132	0.127293	2.1
1628	-0.481562	22.064890	0.115924	2.0
1629	-0.431960	22.057655	0.079251	1.8
1630	-0.762014	22.050426	0.224763	1.7
1631	-0.408285	22.043204	0.073675	1.6
1632	-0.331718	22.035987	0.080613	1.6
1633	-0.612594	22.028778	0.188041	1.7
1634	-0.263361	22.021574	0.059315	1.7
1635	-0.489454	22.014376	0.069085	1.9
1636	-0.502044	22.007185	0.175974	1.9
1637	-0.456793	22.000001	0.114870	1.6
1638	-0.792169	21.992822	0.249233	1.4
1639	-0.284043	21.985650	0.066505	2.6
1640	-1.090467	21.978483	0.465536	1.4
1641	-0.663980	21.971324	0.146892	1.4
1642	-0.441052	21.964170	0.147176	1.3
1643	-0.125864	21.957022	0.022950	1.4
1644	-0.296426	21.949881	0.037956	1.4
1645	-0.444240	21.942746	0.148934	2.4
1646	-0.112703	21.935617	0.028151	1.6
1647	-0.240370	21.928494	0.024038	1.9
1648	-0.281891	21.921378	0.055080	1.8
1649	-0.377264	21.914267	0.051524	1.4
1650	-0.114331	21.907163	0.045311	1.4
1651	-0.320586	21.900065	0.041069	1.4
1652	-0.540237	21.892973	0.139240	1.3
1653	-0.254075	21.885887	0.020156	3.9
1654	-0.336347	21.878808	0.076552	1.9
1655	-0.194562	21.871734	0.057089	2.5
1656	-0.661108	21.864666	0.307926	2.3
1657	-0.138764	21.857605	0.002433	1.8
1658	-0.298865	21.850549	0.097756	1.4
1659	-0.582051	21.843500	0.227536	1.6
1660	-0.213151	21.836457	0.034547	1.5
1661	-0.158732	21.829420	0.032542	1.5
1662	-0.373474	21.822388	0.072369	2.5
1663	-0.400125	21.815363	0.071817	3.6
1664	-0.518956	21.808344	0.063208	3.7
1665	-0.648183	21.801331	0.175608	3.5
1666	-0.463988	21.794324	0.108420	3.6
1667	-0.900518	21.787323	0.307332	3.5
1668	-0.400077	21.780328	0.148416	3.6
1669	-0.565731	21.773339	0.088862	3.6
1670	-0.580061	21.766356	0.037813	3.5
1671	-0.348849	21.759379	0.173955	2.6
1672	-0.507271	21.752407	0.175357	1.6
1673	-0.797529	21.745442	0.285314	1.6
1674	-0.043592	21.738483	0.021174	1.5
1675	-0.180754	21.731530	0.034645	1.8
1676	-0.534469	21.724582	0.148946	1.4
1677	-0.218136	21.717641	0.075869	1.4
1678	-0.635006	21.710705	0.133982	1.3
1679	-0.362044	21.703775	0.038372	1.4
1680	-0.465820	21.696852	0.146636	1.6
1681	-0.277869	21.689934	0.052771	1.5
1682	-0.266172	21.683022	0.065329	1.7
1683	-0.903758	21.676116	0.462335	1.9
1684	-0.770753	21.669215	0.144549	1.4
1685	-0.254822	21.662321	0.073918	1.5
1686	-0.457705	21.655432	0.190185	1.7
1687	-0.328568	21.648549	0.067145	3.5
1688	-0.495292	21.641673	0.103239	3.5
1689	-0.739390	21.634801	0.192138	3.3
1690	-0.647152	21.627936	0.214817	1.7
1691	-0.249658	21.621077	0.071809	1.7
1692	-0.321044	21.614223	0.099582	1.7
1693	-0.577892	21.607375	0.180887	1.4
1694	-0.290546	21.600533	0.030540	1.4
1695	-0.362840	21.593697	0.074776	1.4
1696	-0.280009	21.586866	0.079674	1.4
1697	-0.000000	21.580041	0.000000	2.4
1698	-0.284373	21.573222	0.107098	2.0
1699	-0.400303	21.566409	0.088832	2.7
1700	-0.682629	21.559601	0.218820	1.9
1701	-0.648176	21.552799	0.153539	1.8
1702	-0.517604	21.546003	0.139653	1.6
1703	-0.322880	21.539213	0.088700	1.5
1704	-0.819380	21.532428	0.270900	2.1
1705	-0.789814	21.525649	0.213433	1.9
1706	-0.501548	21.518876	0.090992	1.7
1707	-0.522566	21.512108	0.104399	1.9
1708	-0.169575	21.505346	0.054880	2.3
1709	-0.376897	21.498590	0.131630	2.2
1710	-0.447579	21.491839	0.115635	2.2
1711	-0.971695	21.485094	0.444720	2.1
1712	-0.521887	21.478355	0.187034	1.9
1713	-0.195417	21.471621	0.020243	2.6
1714	-0.523786	21.464893	0.084209	1.4
1715	-0.112278	21.458171	0.023330	3.3
1716	-0.070315	21.451454	0.036818	2.9
1717	-0.324196	21.444742	0.061104	1.6
1718	-0.613134	21.438037	0.204195	1.5
1719	-0.496270	21.431337	0.074486	1.4
1720	-0.105173	21.424642	0.049853	1.9
1721	-0.591625	21.417953	0.067588	1.8
1722	-0.451418	21.411270	0.126321	1.4
1723	-0.138168	21.404592	0.029796	1.8
1724	-0.191921	21.397920	0.037795	1.3
1725	-0.715702	21.391253	0.199492	1.4
1726	-0.194781	21.384592	0.048179	1.3
1727	-0.293447	21.377936	0.040532	1.9
1728	-0.721398	21.371286	0.200358	1.6
1729	-0.227623	21.364642	0.074587	2.9
1730	-0.621734	21.358002	0.104282	1.9
1731	-0.387007	21.351369	0.049054	1.4
1732	-0.553330	21.344741	0.229123	2.1
1733	-0.625821	21.338118	0.103486	2.0
1734	-0.558717	21.331501	0.286738	1.4
1735	-0.236162	21.324889	0.039767	1.4
1736	-0.517928	21.318283	0.043990	1.3
1737	-0.309899	21.311682	0.130237	1.4
1738	-0.331401	21.305087	0.032608	1.4
1739	-0.448360	21.298497	0.098624	1.8
1740	-0.202254	21.291913	0.056360	3.3
1741	-0.392069	21.285334	0.138134	2.2
1742	-0.260955	21.278760	0.133633	1.8
1743	-0.527437	21.272192	0.100216	1.4
1744	-0.627289	21.265629	0.344801	1.3
1745	-0.480343	21.259072	0.129861	4.8
1746	-0.366828	21.252520	0.092331	1.5
1747	-0.277423	21.245973	0.078763	1.6
1748	-0.064489	21.239432	0.013407	2.0
1749	-0.140518	21.232896	0.030960	2.0
1750	-0.366937	21.226365	0.072859	1.6
1751	-0.213517	21.219840	0.078169	2.3
1752	-0.902388	21.213320	0.479350	3.3
1753	-0.551576	21.206806	0.106811	3.1
1754	-0.222166	21.200297	0.041644	3.7
1755	-0.203590	21.193793	0.060351	3.6
1756	-0.372659	21.187294	0.056095	5.7
1757	-0.000306	21.180801	0.000583	3.5
1758	-0.306259	21.174313	0.033745	2.8
1759	-0.164225	21.167831	0.095966	3.4
1760	-0.167679	21.161353	0.044743	3.7
1761	-0.587672	21.154881	0.071072	5.7
1762	-0.596063	21.148415	0.147039	6.1
1763	-0.184247	21.141953	0.099897	2.3
1764	-0.135984	21.135497	0.055597	2.2
1765	-0.697426	21.129046	0.207677	5.6
1766	-0.434208	21.122600	0.073030	1.7
1767	-0.702366	21.116160	0.174417	5.0
1768	-0.794736	21.109725	0.316563	1.2
1769	-0.262541	21.103295	0.091435	1.3
1770	-1.219711	21.096870	0.334947	1.1
1771	-0.125905	21.090450	0.038447	1.2
1772	-0.289988	21.084036	0.048462	2.7
1773	-0.378342	21.077627	0.017829	1.5
1774	-0.201434	21.071223	0.024347	1.9
1775	-0.317002	21.064824	0.056724	1.6
1776	-0.319706	21.058430	0.037579	5.3
1777	-0.223828	21.052042	0.044017	1.6
1778	-0.273144	21.045659	0.062634	1.7
1779	-0.590561	21.039280	0.114477	2.9
1780	-0.313516	21.032907	0.153928	1.6
1781	-0.522924	21.026540	0.138818	1.6
1782	-0.481089	21.020177	0.227528	1.4
1783	-0.585824	21.013819	0.067625	1.8
1784	-0.000000	21.007467	0.000000	2.1
1785	-0.834833	21.001120	0.544595	1.4
1786	-0.548427	20.994777	0.065030	1.5
1787	-0.000000	20.988440	0.000000	1.3
1788	-0.225093	20.982108	0.034282	1.4
1789	-0.357797	20.975781	0.071302	2.1
1790	-0.245671	20.969460	0.028349	1.5
1791	-0.248187	20.963143	0.010281	1.5
1792	-0.336071	20.956831	0.084212	2.2
1793	-0.535349	20.950525	0.158578	1.4
1794	-0.247704	20.944223	0.058328	1.5
1795	-0.426241	20.937927	0.096630	2.1
1796	-0.467762	20.931635	0.137404	1.7
1797	-0.150562	20.925349	0.030087	2.7
1798	-0.242985	20.919067	0.011969	1.5
1799	-0.372090	20.912791	0.141683	1.9
1800	-0.750381	20.906520	0.276813	1.4
1801	-0.428455	20.900253	0.103897	1.8
1802	-0.441062	20.893992	0.091843	1.6
1803	-0.415910	20.887736	0.204543	1.4
1804	-0.398110	20.881484	0.122372	1.4
1805	-0.257716	20.875238	0.091564	1.4
1806	-0.426988	20.868997	0.110669	1.4
1807	-0.671093	20.862760	0.113991	1.4
1808	-0.183875	20.856529	0.088972	1.4
1809	-0.448874	20.850303	0.057598	2.9
1810	-0.339439	20.844081	0.065084	1.5
1811	-0.956444	20.837865	0.388506	2.1
1812	-0.262320	20.831653	0.051660	1.8
1813	-0.972717	20.825446	0.437430	1.4
1814	-0.083894	20.819244	0.040182	1.4
1815	-0.095378	20.813048	0.033770	1.4
1816	-0.185120	20.806856	0.028878	1.4
1817	-0.418918	20.800669	0.035362	1.4
1818	-0.216437	20.794487	0.033822	1.4
1819	-0.162516	20.788309	0.061576	1.4
1820	-0.418648	20.782137	0.036820	1.5
1821	-0.452496	20.775970	0.089800	1.4
1822	-0.458061	20.769807	0.050167	1.3
1823	-0.101662	20.763650	0.009829	1.4
1824	-0.188252	20.757497	0.099064	1.5
1825	-0.331632	20.751349	0.118476	1.5
1826	-0.441662	20.745206	0.170043	1.4
1827	-0.266552	20.739068	0.063867	1.3
1828	-0.458460	20.732934	0.134992	1.5
1829	-0.819954	20.726806	0.130980	2.5
1830	-0.441631	20.720682	0.118962	1.6
1831	-0.498444	20.714563	0.142422	1.6
1832	-0.349013	20.708449	0.169386	1.8
1833	-0.788268	20.702340	0.317343	1.6
1834	-0.789811	20.696235	0.133496	1.5
1835	-0.652081	20.690135	0.204770	1.4
1836	-0.334690	20.684040	0.099161	1.4
1837	-0.219394	20.677950	0.081857	1.4
1838	-0.611756	20.671865	0.261959	1.4
1839	-0.334650	20.665784	0.090192	1.4
1840	-0.478222	20.659709	0.179063	1.7
1841	-0.791381	20.653638	0.203138	1.6
1842	-0.292392	20.647571	0.136104	1.5
1843	-0.294327	20.641510	0.089917	1.4
1844	-0.846618	20.635453	0.335344	1.4
1845	-0.252666	20.629401	0.044155	1.3
1846	-0.147288	20.623354	0.074197	1.4
1847	-0.440214	20.617311	0.145016	1.4
1848	-0.457172	20.611273	0.226243	2.6
1849	-0.147493	20.605240	0.114870	1.4
1850	-0.630589	20.599212	0.117197	1.4
1851	-0.261791	20.593188	0.048474	1.4
1852	-0.044765	20.587169	0.008593	1.4
1853	-0.617232	20.581154	0.318805	1.9
1854	-0.715919	20.575145	0.200993	1.4
1855	-0.683871	20.569140	0.282971	1.5
1856	-0.315699	20.563139	0.051443	2.6
1857	-0.151482	20.557144	0.028990	1.9
